age,annual_income,employment_length_years,num_credit_accounts,credit_utilization,missed_payments_2yrs,loan_amount,debt_to_income_ratio,home_ownership,loan_purpose,creditworthy
43,65349.91,8,5,0.174,0,24196.08,0.477,RENT,credit_card,1
45,69700.35,19,7,0.027,0,27733.21,0.093,RENT,debt_consolidation,1
31,51764.38,2,7,0.005,1,18353.35,0.294,RENT,car,0
43,56773.37,3,4,0.4,0,27173.98,0.473,OWN,debt_consolidation,0
33,37800.61,8,10,0.884,2,11255.26,0.636,RENT,car,0
51,36064.97,18,8,0.82,2,13192.33,0.096,MORTGAGE,car,0
56,71921.25,19,0,0.912,1,25755.91,0.216,MORTGAGE,other,0
49,64788.73,29,7,0.534,1,22590.79,0.326,OWN,debt_consolidation,0
21,65016.57,5,5,0.449,0,12385.95,0.173,RENT,credit_card,0
64,61178.8,26,11,0.386,1,5583.68,0.085,MORTGAGE,debt_consolidation,1
22,56016.47,0,4,0.046,0,13164.32,0.347,OWN,credit_card,1
64,70321.06,10,14,0.91,2,8836.18,0.447,RENT,credit_card,0
22,75572.39,6,9,0.496,1,30520.53,0.299,MORTGAGE,credit_card,0
43,75047.02,4,1,0.455,0,21840.37,0.253,RENT,credit_card,0
25,52782.89,20,6,0.515,0,8106.7,0.592,RENT,other,1
25,85513.84,31,13,0.794,0,5595.08,0.313,RENT,debt_consolidation,0
51,60026.13,23,3,0.224,1,7995.18,0.509,RENT,credit_card,0
53,68912.28,29,10,0.71,0,9970.57,0.208,RENT,home_improvement,1
26,61205.93,20,11,0.711,0,13499.7,0.507,MORTGAGE,debt_consolidation,0
63,60434.15,1,10,0.85,1,25030.92,0.523,MORTGAGE,home_improvement,0
35,38813.46,12,1,0.009,0,6301.35,0.197,RENT,home_improvement,1
35,70429.72,28,5,0.17,1,35605.84,0.431,MORTGAGE,home_improvement,1
34,117596.48,1,5,0.471,0,6510.3,0.425,OWN,home_improvement,0
41,46754.51,3,5,0.851,0,2318.57,0.293,RENT,car,0
28,56561.88,29,13,0.965,2,30194.74,0.516,RENT,other,0
39,45183.48,2,0,0.595,2,26891.3,0.259,RENT,debt_consolidation,0
30,44263.56,33,8,0.212,2,13358.86,0.356,OWN,credit_card,0
23,88977.89,26,14,0.185,0,18431.99,0.595,MORTGAGE,car,1
37,40194.64,23,13,0.639,2,18659.12,0.188,MORTGAGE,debt_consolidation,0
50,44570.23,18,9,0.21,3,16230.41,0.191,RENT,credit_card,0
54,20075.16,3,14,0.553,0,3331.68,0.128,MORTGAGE,home_improvement,1
36,38332.54,14,6,0.835,2,500.0,0.639,MORTGAGE,debt_consolidation,0
35,17415.2,28,9,0.39,0,7397.46,0.138,RENT,credit_card,1
55,68899.7,31,8,0.378,1,31345.39,0.175,RENT,car,1
50,116593.34,15,0,0.036,0,31698.72,0.432,RENT,debt_consolidation,1
57,46933.07,29,0,0.254,0,12643.47,0.468,MORTGAGE,debt_consolidation,1
60,18331.33,27,13,0.698,0,6378.32,0.34,OWN,car,1
57,74799.99,2,2,0.36,0,17503.09,0.59,RENT,car,1
62,39007.65,21,5,0.158,2,18950.83,0.111,OWN,credit_card,1
39,83585.63,21,9,0.106,0,20406.48,0.391,MORTGAGE,credit_card,1
38,48795.36,19,8,0.095,0,500.0,0.384,MORTGAGE,debt_consolidation,1
35,41100.05,27,7,0.659,0,43419.81,0.227,OWN,car,0
31,51084.93,31,14,0.613,2,25192.27,0.585,MORTGAGE,debt_consolidation,0
53,71671.09,19,11,0.519,1,13219.23,0.374,RENT,other,1
52,49996.75,11,14,0.5,0,8533.7,0.185,RENT,car,0
56,44072.06,34,9,0.153,1,23885.75,0.119,MORTGAGE,debt_consolidation,0
28,50625.7,33,14,0.501,1,19458.55,0.129,MORTGAGE,home_improvement,0
42,27019.19,24,9,0.06,1,15829.33,0.564,RENT,other,0
30,63734.7,22,8,0.926,0,19125.01,0.188,MORTGAGE,car,1
60,15692.01,3,12,0.058,0,13985.52,0.549,RENT,home_improvement,0
32,45229.33,14,13,0.424,2,18616.76,0.156,RENT,debt_consolidation,0
27,71706.47,6,1,0.001,0,21537.27,0.591,MORTGAGE,home_improvement,1
46,61667.06,18,13,0.786,0,18089.85,0.508,RENT,home_improvement,0
59,67987.05,28,10,0.166,0,17618.3,0.114,RENT,credit_card,1
61,53569.0,7,13,0.925,1,27535.74,0.117,RENT,debt_consolidation,0
25,80734.42,34,10,0.044,0,626.04,0.492,OWN,other,1
35,75343.38,4,13,0.821,1,7819.06,0.113,RENT,credit_card,0
27,64815.1,3,4,0.657,0,15239.05,0.194,RENT,debt_consolidation,0
34,75406.01,34,2,0.25,0,8431.19,0.491,RENT,debt_consolidation,0
44,71509.32,3,2,0.202,0,11435.71,0.549,RENT,debt_consolidation,0
33,45331.8,25,3,0.358,1,26589.68,0.492,RENT,credit_card,0
23,25434.22,26,3,0.828,1,13659.26,0.559,RENT,debt_consolidation,0
43,64247.97,11,6,0.862,2,500.0,0.398,RENT,credit_card,0
23,67013.96,2,2,0.175,0,11189.92,0.479,MORTGAGE,debt_consolidation,1
30,78990.38,10,2,0.353,0,15523.02,0.239,RENT,debt_consolidation,0
21,34400.93,2,7,0.237,1,15357.21,0.502,RENT,debt_consolidation,0
24,35058.52,23,11,0.123,1,20004.34,0.444,MORTGAGE,credit_card,1
40,65117.81,31,2,0.646,0,19269.5,0.366,RENT,credit_card,1
58,53434.33,34,7,0.346,1,13750.57,0.616,RENT,credit_card,0
55,13513.24,28,9,0.225,2,4262.64,0.348,OWN,home_improvement,0
25,63252.38,27,10,0.866,0,11029.75,0.391,MORTGAGE,credit_card,0
22,14246.7,30,1,0.748,4,9395.01,0.41,MORTGAGE,home_improvement,0
35,34204.36,26,11,0.774,1,12434.07,0.213,MORTGAGE,debt_consolidation,1
49,84736.99,22,0,0.039,0,21220.52,0.232,OWN,credit_card,1
53,95147.34,34,3,0.915,1,18636.92,0.608,RENT,debt_consolidation,0
57,28255.56,11,4,0.575,0,22416.05,0.266,RENT,credit_card,0
36,47753.39,14,12,0.504,0,11543.25,0.424,MORTGAGE,home_improvement,0
28,55937.7,31,2,0.011,1,28575.25,0.382,RENT,car,1
22,94186.99,10,11,0.898,0,21055.55,0.539,MORTGAGE,credit_card,0
27,44156.88,10,14,0.544,0,16010.11,0.467,RENT,credit_card,0
23,44508.55,5,14,0.825,1,20430.12,0.114,RENT,debt_consolidation,0
58,89071.96,9,4,0.656,0,8918.16,0.245,MORTGAGE,other,0
32,46754.64,20,1,0.797,0,500.0,0.442,MORTGAGE,debt_consolidation,0
57,70888.44,31,3,0.693,1,9539.73,0.159,MORTGAGE,debt_consolidation,0
45,22502.85,4,11,0.921,1,21727.11,0.347,RENT,debt_consolidation,0
44,51232.88,23,2,0.225,0,15721.94,0.225,RENT,other,1
41,18488.87,26,9,0.202,1,13768.49,0.106,MORTGAGE,other,1
57,31780.46,31,5,0.713,0,7369.44,0.598,RENT,debt_consolidation,0
22,73462.43,26,11,0.501,0,500.0,0.561,MORTGAGE,debt_consolidation,0
25,53902.08,5,9,0.599,1,27823.61,0.481,MORTGAGE,car,0
39,47979.67,17,8,0.709,1,13128.95,0.181,RENT,debt_consolidation,0
38,38527.51,33,11,0.547,0,11134.16,0.594,RENT,debt_consolidation,0
45,50145.57,31,14,0.788,1,8955.18,0.417,MORTGAGE,credit_card,1
53,61624.49,21,5,0.319,0,26290.7,0.581,RENT,credit_card,1
46,76624.16,33,7,0.859,1,22932.16,0.093,RENT,credit_card,1
32,12000.0,23,9,0.108,0,6294.84,0.145,OWN,home_improvement,0
35,36701.25,2,12,0.634,0,25480.89,0.422,RENT,home_improvement,0
54,58500.12,31,7,0.89,0,13694.37,0.549,MORTGAGE,credit_card,0
29,52825.01,5,5,0.253,1,9505.12,0.167,RENT,debt_consolidation,0
43,63874.28,13,12,0.327,1,12357.49,0.244,RENT,debt_consolidation,0
44,60885.89,8,14,0.305,1,7950.32,0.393,MORTGAGE,car,0
54,48292.91,25,8,0.564,1,3112.11,0.62,RENT,debt_consolidation,0
52,43409.23,1,1,0.413,1,21985.18,0.51,MORTGAGE,credit_card,0
41,49598.97,22,4,0.108,1,13013.66,0.578,RENT,debt_consolidation,0
34,80272.33,30,6,0.891,0,20554.89,0.421,MORTGAGE,debt_consolidation,1
37,38895.83,27,10,0.205,1,17584.92,0.553,MORTGAGE,credit_card,0
39,53618.25,10,10,0.534,0,19936.87,0.329,MORTGAGE,debt_consolidation,0
30,59033.53,31,12,0.595,1,500.0,0.138,MORTGAGE,home_improvement,1
48,89327.72,12,0,0.041,0,7199.16,0.44,RENT,credit_card,0
30,48393.22,23,6,0.096,1,20124.28,0.401,RENT,car,1
49,76093.75,17,10,0.972,0,3526.52,0.317,OWN,home_improvement,0
54,82103.55,2,14,0.665,0,18357.59,0.201,MORTGAGE,debt_consolidation,1
63,53597.41,0,2,0.034,0,2483.66,0.481,MORTGAGE,car,0
26,50364.18,6,13,0.794,0,15148.0,0.501,RENT,other,0
54,47760.82,32,0,0.509,1,29489.91,0.27,RENT,debt_consolidation,1
24,49371.89,33,2,0.075,0,21971.4,0.56,RENT,home_improvement,1
35,73793.28,14,12,0.681,1,500.0,0.273,RENT,home_improvement,0
28,60082.22,33,11,0.499,0,22635.34,0.109,RENT,home_improvement,1
28,60176.37,1,14,0.205,0,31400.14,0.142,RENT,debt_consolidation,1
28,30245.08,33,9,0.878,0,40173.14,0.322,RENT,debt_consolidation,1
22,33715.22,8,9,0.291,0,19275.68,0.094,MORTGAGE,debt_consolidation,0
57,102155.83,1,8,0.285,0,2720.22,0.445,MORTGAGE,debt_consolidation,0
23,51087.83,26,7,0.273,3,18912.1,0.547,RENT,credit_card,0
38,37955.02,13,7,0.767,1,29364.3,0.372,MORTGAGE,car,1
51,86484.18,10,4,0.706,0,13316.21,0.541,MORTGAGE,credit_card,0
64,61199.79,26,12,0.903,2,24387.98,0.615,RENT,credit_card,0
58,67719.41,11,5,0.229,1,7443.57,0.316,MORTGAGE,debt_consolidation,0
27,51962.96,26,9,0.786,0,18351.18,0.099,MORTGAGE,credit_card,1
64,47989.19,6,10,0.573,0,500.0,0.177,MORTGAGE,car,0
49,51269.1,3,8,0.309,0,6446.98,0.412,OWN,car,0
28,24579.76,11,9,0.035,2,14944.91,0.313,RENT,credit_card,0
40,53065.6,21,0,0.819,4,11729.79,0.507,MORTGAGE,credit_card,0
61,61512.73,7,4,0.241,1,3294.44,0.437,RENT,debt_consolidation,0
38,95710.19,5,6,0.632,1,10503.09,0.403,RENT,other,0
29,56891.98,26,5,0.549,0,17966.9,0.137,RENT,debt_consolidation,1
59,12000.0,17,13,0.004,0,14223.95,0.207,RENT,debt_consolidation,0
62,52932.32,15,13,0.994,0,15548.44,0.258,RENT,credit_card,1
63,115269.09,8,10,0.814,2,21587.72,0.543,MORTGAGE,debt_consolidation,0
63,74060.06,0,5,0.486,1,11911.54,0.445,RENT,debt_consolidation,0
59,37160.44,1,0,0.68,1,27232.6,0.425,RENT,other,0
40,68004.34,23,11,0.477,0,6096.56,0.42,RENT,debt_consolidation,0
29,38675.7,2,13,0.745,1,32352.02,0.347,RENT,debt_consolidation,0
48,25216.23,8,7,0.134,0,25017.35,0.072,MORTGAGE,debt_consolidation,0
30,47335.87,31,12,0.446,0,11796.02,0.161,MORTGAGE,debt_consolidation,0
41,57013.58,12,13,0.336,0,12396.13,0.127,MORTGAGE,other,0
49,13812.58,26,8,0.46,1,16860.62,0.105,OWN,home_improvement,1
62,29718.5,12,3,0.45,0,20388.04,0.226,RENT,other,1
33,55227.38,32,0,0.143,2,24850.93,0.523,RENT,car,0
32,46020.19,28,11,0.976,1,2934.68,0.133,OWN,home_improvement,0
53,63685.85,16,8,0.015,0,18936.98,0.111,MORTGAGE,credit_card,1
21,28277.3,23,2,0.01,1,500.0,0.138,OWN,credit_card,0
45,70710.5,14,0,0.373,0,13404.3,0.198,MORTGAGE,home_improvement,1
53,28957.3,33,14,0.62,3,28085.21,0.221,MORTGAGE,home_improvement,0
45,91140.15,12,4,0.18,0,2241.52,0.058,RENT,credit_card,1
37,17253.32,29,4,0.533,1,606.86,0.222,RENT,credit_card,0
57,30963.81,21,9,0.723,1,16987.16,0.618,MORTGAGE,home_improvement,0
37,64182.16,22,5,0.094,0,27486.86,0.235,MORTGAGE,debt_consolidation,1
52,91613.13,12,13,0.984,0,17928.56,0.166,MORTGAGE,credit_card,0
41,61930.95,29,10,0.337,1,500.0,0.343,OWN,credit_card,0
22,67382.87,26,5,0.642,1,500.0,0.196,RENT,credit_card,0
44,55385.81,28,3,0.111,1,15879.72,0.378,RENT,credit_card,0
23,32419.23,28,12,0.709,0,4386.82,0.27,OWN,car,1
61,44216.96,5,8,0.84,1,16230.18,0.563,MORTGAGE,car,0
47,28337.99,30,13,0.105,0,16763.96,0.56,MORTGAGE,debt_consolidation,0
37,26868.38,29,5,0.126,1,10592.18,0.462,MORTGAGE,credit_card,1
42,63838.48,8,0,0.281,0,31332.79,0.169,OWN,debt_consolidation,0
48,30290.08,34,13,0.012,0,20314.2,0.311,RENT,debt_consolidation,1
32,62030.19,18,3,0.986,0,25904.32,0.218,RENT,debt_consolidation,0
33,26359.9,11,12,0.598,0,23285.24,0.489,RENT,car,0
39,61520.43,7,10,0.608,1,13649.34,0.086,RENT,car,1
32,44248.98,12,3,0.959,2,13249.97,0.454,MORTGAGE,debt_consolidation,0
54,85945.54,1,11,0.832,0,12321.42,0.228,MORTGAGE,car,0
25,62121.82,24,1,0.814,1,21129.92,0.335,MORTGAGE,credit_card,0
57,82187.22,24,5,0.34,1,9146.71,0.248,RENT,car,0
36,38375.77,23,5,0.335,1,30525.3,0.271,MORTGAGE,credit_card,1
45,56235.15,19,9,0.292,1,8287.18,0.441,RENT,home_improvement,0
27,33416.08,12,8,0.347,0,16930.28,0.378,MORTGAGE,credit_card,1
37,45900.68,25,9,0.37,1,12938.27,0.204,RENT,debt_consolidation,1
54,49233.71,30,7,0.14,1,10942.86,0.094,MORTGAGE,debt_consolidation,0
32,39031.12,3,11,0.356,1,34551.12,0.541,RENT,home_improvement,0
26,28258.94,13,2,0.447,2,11048.51,0.361,MORTGAGE,other,0
43,23902.62,34,10,0.309,1,12257.51,0.41,MORTGAGE,home_improvement,0
28,12000.0,30,0,0.165,0,9022.8,0.319,OWN,car,0
34,31760.38,34,1,0.373,0,15369.37,0.39,OWN,debt_consolidation,1
40,68804.87,6,10,0.481,0,14088.24,0.395,RENT,car,1
45,19833.03,16,2,0.721,1,4926.72,0.078,RENT,car,0
49,24901.3,4,11,0.711,1,11180.67,0.363,RENT,credit_card,0
50,94399.77,30,1,0.203,1,20487.18,0.346,RENT,credit_card,1
58,40997.09,18,2,0.037,1,24242.88,0.123,RENT,debt_consolidation,0
23,62063.01,8,13,0.304,0,15216.01,0.46,OWN,debt_consolidation,0
36,69130.98,3,2,0.157,0,15530.95,0.18,OWN,debt_consolidation,1
21,69575.57,25,13,0.396,0,11751.04,0.08,RENT,home_improvement,1
21,21509.09,28,5,0.979,1,10478.02,0.512,MORTGAGE,car,0
30,49916.69,30,11,0.181,0,6723.84,0.526,MORTGAGE,debt_consolidation,1
47,19399.0,33,14,0.319,0,990.15,0.182,RENT,other,1
60,108818.99,28,1,0.725,0,8677.98,0.428,OWN,car,0
55,19912.74,27,4,0.509,0,23136.48,0.053,OWN,credit_card,1
49,31947.52,28,8,0.044,1,11180.25,0.467,OWN,other,1
55,32106.78,34,12,0.162,1,11885.83,0.326,MORTGAGE,car,1
28,22073.47,16,2,0.935,0,11710.63,0.486,RENT,debt_consolidation,1
57,84757.07,26,2,0.103,1,26202.37,0.286,RENT,other,1
60,108293.85,28,5,0.635,1,6644.56,0.263,OWN,credit_card,1
25,44533.52,4,3,0.792,0,17493.48,0.512,RENT,debt_consolidation,0
41,25950.69,24,4,0.265,1,14383.8,0.091,RENT,debt_consolidation,1
57,12000.0,11,1,0.725,1,15611.34,0.173,RENT,home_improvement,0
41,49629.61,4,12,0.17,0,17199.15,0.277,MORTGAGE,other,0
57,48039.96,5,11,0.285,1,15514.48,0.398,RENT,credit_card,0
62,40671.49,3,2,0.312,2,22137.2,0.093,MORTGAGE,credit_card,0
41,59870.26,31,8,0.996,2,14736.68,0.406,MORTGAGE,debt_consolidation,0
23,63693.81,27,9,0.215,0,30699.39,0.258,RENT,car,1
35,62107.83,3,9,0.129,1,15400.32,0.417,RENT,debt_consolidation,1
30,48045.25,21,14,0.926,1,500.0,0.569,MORTGAGE,credit_card,0
41,30764.32,23,9,0.162,2,20744.79,0.332,MORTGAGE,credit_card,0
46,69648.33,18,10,0.879,1,18528.87,0.375,OWN,debt_consolidation,0
41,55275.3,21,0,0.65,3,15292.91,0.365,MORTGAGE,other,0
29,74543.87,31,1,0.577,1,12663.86,0.135,RENT,other,0
34,72381.66,18,9,0.751,1,500.0,0.506,MORTGAGE,credit_card,1
50,23721.23,23,13,0.726,1,500.0,0.557,MORTGAGE,home_improvement,0
22,23447.11,19,5,0.111,0,29827.67,0.496,MORTGAGE,car,0
30,38378.1,13,9,0.999,1,9730.48,0.591,MORTGAGE,debt_consolidation,1
60,31762.16,31,3,0.942,0,23690.58,0.307,RENT,debt_consolidation,1
25,71615.54,14,6,0.897,0,572.7,0.409,MORTGAGE,home_improvement,0
39,62728.81,27,11,0.622,2,5578.28,0.183,MORTGAGE,credit_card,0
30,79182.05,21,9,0.523,2,21107.77,0.627,RENT,home_improvement,0
25,63722.71,23,1,0.536,0,14077.49,0.369,MORTGAGE,credit_card,1
39,59590.29,26,13,0.015,0,19839.0,0.194,RENT,home_improvement,0
43,81394.06,25,13,0.499,0,14877.31,0.493,MORTGAGE,debt_consolidation,1
28,65334.0,19,7,0.624,1,13130.95,0.393,MORTGAGE,debt_consolidation,0
24,56498.22,21,5,0.659,2,8879.61,0.612,RENT,debt_consolidation,0
26,87569.97,17,7,0.332,5,4253.98,0.573,RENT,credit_card,0
49,57533.98,11,12,0.471,1,27624.31,0.552,MORTGAGE,car,0
58,48304.51,25,6,0.636,1,29105.78,0.371,RENT,car,0
28,36567.89,30,0,0.428,0,5651.67,0.335,RENT,credit_card,1
35,70466.56,24,1,0.962,0,5063.29,0.467,MORTGAGE,home_improvement,1
36,82215.11,27,12,0.705,0,11870.04,0.108,RENT,debt_consolidation,0
36,53887.08,29,11,0.001,0,18063.92,0.08,MORTGAGE,credit_card,0
31,83774.14,12,11,0.023,0,13363.64,0.591,RENT,other,0
23,12000.0,2,1,0.69,0,19495.68,0.554,RENT,debt_consolidation,0
44,53780.03,11,2,0.413,1,14556.76,0.596,RENT,car,0
36,54117.91,26,5,0.839,1,13968.32,0.104,OWN,debt_consolidation,0
36,39006.12,28,3,0.173,1,36717.71,0.218,MORTGAGE,debt_consolidation,1
32,107444.94,17,5,0.014,0,10273.17,0.546,RENT,home_improvement,1
61,53543.76,27,8,0.388,0,29759.52,0.099,RENT,car,1
47,46029.92,2,4,0.736,3,28021.77,0.358,MORTGAGE,credit_card,0
39,55571.17,22,1,0.972,0,19536.84,0.238,MORTGAGE,car,1
30,12000.0,23,6,0.884,1,500.0,0.554,RENT,car,0
56,38282.91,17,10,0.484,0,15279.52,0.335,RENT,home_improvement,0
60,76631.28,25,9,0.813,2,10367.75,0.25,MORTGAGE,debt_consolidation,0
22,41163.2,17,4,0.07,0,15180.82,0.338,MORTGAGE,credit_card,0
61,36764.75,18,4,0.572,0,5433.3,0.112,MORTGAGE,home_improvement,1
51,83809.56,21,8,0.924,0,21806.32,0.452,MORTGAGE,home_improvement,0
25,84485.6,27,2,0.396,0,23864.87,0.39,MORTGAGE,credit_card,0
54,66373.79,8,12,0.96,1,25530.22,0.4,MORTGAGE,credit_card,0
25,44987.42,10,13,0.221,0,11560.39,0.291,MORTGAGE,debt_consolidation,1
23,49731.64,14,0,0.106,0,5465.17,0.212,MORTGAGE,debt_consolidation,0
26,37308.7,7,14,0.525,1,18165.13,0.106,RENT,credit_card,0
41,33114.99,11,0,0.907,0,30804.67,0.571,OWN,car,0
48,32022.84,12,6,0.311,1,15624.51,0.299,RENT,car,0
38,41402.8,10,10,0.8,0,19070.67,0.323,MORTGAGE,other,0
26,32236.14,14,4,0.169,1,12885.69,0.277,MORTGAGE,home_improvement,0
29,20598.49,17,3,0.746,1,10468.77,0.613,OWN,debt_consolidation,0
58,59826.86,24,0,0.557,4,20924.48,0.568,RENT,home_improvement,0
63,60161.1,10,10,0.175,1,14045.4,0.123,OWN,car,0
54,92417.44,29,0,0.718,0,18631.71,0.384,RENT,home_improvement,1
25,40296.56,16,7,0.714,0,19567.56,0.317,RENT,credit_card,0
57,61514.21,25,5,0.515,1,18127.65,0.506,OWN,home_improvement,1
51,61879.68,4,14,0.225,1,20020.7,0.619,RENT,debt_consolidation,0
44,49415.57,6,13,0.132,3,7322.95,0.519,MORTGAGE,debt_consolidation,0
27,71375.34,15,12,0.957,0,6773.74,0.526,MORTGAGE,debt_consolidation,0
64,72055.04,12,10,0.656,2,14616.41,0.366,OWN,credit_card,0
40,62203.04,17,8,0.809,0,14832.95,0.255,MORTGAGE,car,0
22,49375.93,5,5,0.697,0,10299.09,0.404,RENT,debt_consolidation,0
30,47134.34,16,2,0.829,0,17169.0,0.462,MORTGAGE,debt_consolidation,1
38,24909.41,24,14,0.162,1,23173.96,0.195,RENT,car,0
23,37269.81,25,5,0.497,0,25687.61,0.327,MORTGAGE,car,1
35,41315.83,8,6,0.667,1,27710.36,0.133,MORTGAGE,credit_card,0
41,30272.62,12,2,0.103,0,3166.79,0.169,MORTGAGE,credit_card,1
62,64678.33,18,4,0.15,1,4533.01,0.555,MORTGAGE,credit_card,1
24,81325.81,18,9,0.634,3,12393.19,0.19,MORTGAGE,home_improvement,0
46,35022.63,27,6,0.869,1,15722.58,0.516,MORTGAGE,car,0
61,61235.71,13,8,0.66,1,12854.24,0.275,OWN,debt_consolidation,0
56,32249.55,23,3,0.036,0,10026.25,0.415,RENT,other,1
61,48291.71,30,1,0.97,0,12260.24,0.551,RENT,home_improvement,0
28,39812.75,10,13,0.14,2,19349.82,0.519,MORTGAGE,home_improvement,0
56,68241.7,28,6,0.233,1,3033.4,0.524,RENT,debt_consolidation,1
64,40066.66,11,5,0.975,1,36090.21,0.214,RENT,other,0
35,77256.53,11,4,0.771,2,15188.94,0.289,MORTGAGE,credit_card,0
42,49594.14,22,9,0.937,1,24457.63,0.473,MORTGAGE,credit_card,0
44,40708.72,21,8,0.807,0,9779.96,0.477,RENT,credit_card,1
42,27427.28,19,5,0.652,1,20169.15,0.505,RENT,debt_consolidation,1
33,60570.5,8,13,0.285,2,15900.82,0.497,RENT,debt_consolidation,0
63,74694.8,3,13,0.327,1,22711.28,0.197,RENT,debt_consolidation,0
63,61013.07,31,2,0.947,0,13212.18,0.209,RENT,debt_consolidation,0
37,104254.3,30,9,0.861,1,28964.07,0.588,MORTGAGE,credit_card,0
56,86455.32,31,14,0.359,0,1571.5,0.355,RENT,home_improvement,1
38,48234.39,17,7,0.373,1,23544.36,0.485,MORTGAGE,home_improvement,0
55,48003.4,30,0,0.298,0,16068.48,0.38,OWN,credit_card,0
46,65333.33,16,1,0.326,0,5835.06,0.558,RENT,debt_consolidation,0
41,36563.58,2,10,0.861,1,32568.59,0.548,OWN,credit_card,0
26,80658.34,6,13,0.011,1,31638.28,0.214,RENT,home_improvement,0
49,62955.21,9,1,0.436,0,500.0,0.537,MORTGAGE,home_improvement,1
35,60642.1,13,8,0.943,0,16591.06,0.215,OWN,debt_consolidation,0
30,70112.98,32,7,0.543,0,21350.96,0.293,MORTGAGE,other,1
29,92902.26,11,4,0.45,1,18975.34,0.538,RENT,car,0
64,58761.02,21,9,0.312,0,28639.77,0.228,RENT,car,0
25,52513.11,9,13,0.074,0,26768.69,0.21,RENT,home_improvement,1
56,88191.83,22,3,0.224,0,17386.69,0.418,OWN,credit_card,0
59,76286.11,19,0,0.09,0,35493.93,0.6,RENT,other,0
22,47938.44,5,5,0.127,0,23431.62,0.122,MORTGAGE,other,1
46,55114.1,16,4,0.164,1,11837.27,0.456,RENT,car,0
46,59298.38,3,10,0.302,1,10028.87,0.36,RENT,car,1
36,62959.88,31,8,0.011,0,26190.07,0.276,RENT,other,1
50,25154.8,24,0,0.95,2,7863.41,0.502,RENT,home_improvement,0
38,21065.34,32,5,0.124,2,11312.36,0.395,MORTGAGE,debt_consolidation,1
40,35477.42,30,11,0.383,1,12843.85,0.509,RENT,credit_card,0
39,33775.75,7,7,0.88,1,18200.88,0.479,RENT,home_improvement,0
56,40835.87,24,8,0.107,2,13258.87,0.632,MORTGAGE,car,0
48,68963.63,3,3,0.484,1,3147.26,0.516,RENT,credit_card,0
37,51283.56,33,4,0.845,1,25458.72,0.107,MORTGAGE,credit_card,1
61,59320.68,27,1,0.557,0,11360.41,0.479,MORTGAGE,other,1
56,28065.32,23,1,0.21,1,33179.42,0.427,MORTGAGE,credit_card,0
62,44843.87,34,0,0.736,0,17735.91,0.099,RENT,debt_consolidation,1
53,67919.67,29,9,0.681,2,26404.87,0.423,RENT,home_improvement,0
38,68088.95,30,2,0.362,0,20677.75,0.463,MORTGAGE,credit_card,1
55,39059.38,3,8,0.046,0,26835.51,0.158,OWN,debt_consolidation,0
35,58556.57,0,14,0.008,0,20133.05,0.289,RENT,home_improvement,1
32,103374.65,33,10,0.825,0,17116.52,0.348,RENT,other,1
40,54612.85,8,8,0.322,0,24839.11,0.277,RENT,debt_consolidation,0
63,39749.89,14,1,0.138,0,37373.75,0.532,MORTGAGE,credit_card,1
45,51177.23,1,7,0.519,1,12571.83,0.163,RENT,credit_card,0
37,57027.9,21,13,0.921,2,22154.34,0.514,OWN,home_improvement,0
41,51674.3,28,5,0.008,1,14952.8,0.498,RENT,credit_card,0
33,54310.2,29,12,0.056,0,19554.53,0.296,OWN,credit_card,1
49,23244.17,20,10,0.417,1,15379.43,0.367,RENT,home_improvement,1
36,33822.13,23,4,0.676,0,500.0,0.134,RENT,other,1
45,51714.62,17,2,0.476,1,13198.32,0.177,RENT,debt_consolidation,1
37,51364.1,15,0,0.898,1,23996.0,0.362,RENT,credit_card,0
35,42543.84,19,4,0.044,0,8113.14,0.174,OWN,car,1
63,51105.7,32,4,0.34,1,23288.52,0.514,MORTGAGE,debt_consolidation,0
36,56342.33,8,9,0.351,0,16652.48,0.389,RENT,car,1
24,74567.1,16,8,0.34,1,13276.59,0.101,OWN,credit_card,0
37,52817.34,21,7,0.488,1,23152.34,0.267,RENT,debt_consolidation,1
44,63780.27,19,10,0.791,0,21129.28,0.522,RENT,debt_consolidation,0
25,43084.79,1,11,0.318,1,18784.92,0.223,RENT,debt_consolidation,0
34,67586.11,10,10,0.744,0,24143.1,0.446,MORTGAGE,car,0
28,63266.07,22,13,0.146,1,16827.88,0.122,OWN,home_improvement,0
43,74047.97,24,5,0.561,0,500.0,0.562,RENT,car,1
52,70696.13,25,12,0.375,1,11596.91,0.317,MORTGAGE,car,1
63,67952.18,34,6,0.539,0,500.0,0.32,RENT,credit_card,1
38,52834.82,23,2,0.108,1,20916.28,0.383,RENT,other,1
58,60388.66,20,2,0.953,2,23065.8,0.29,MORTGAGE,car,0
30,78397.2,11,1,0.906,0,23475.32,0.449,MORTGAGE,debt_consolidation,0
55,40654.36,12,14,0.826,2,19401.85,0.098,MORTGAGE,car,0
45,41175.03,28,2,0.893,0,23711.33,0.139,RENT,car,0
54,58991.49,16,12,0.147,0,810.57,0.154,RENT,credit_card,1
54,64136.15,25,11,0.504,3,14031.9,0.459,MORTGAGE,debt_consolidation,0
44,36869.66,4,6,0.318,1,2265.76,0.56,MORTGAGE,debt_consolidation,0
32,53355.22,4,13,0.887,0,11775.03,0.085,RENT,other,0
